company_id,company_name,industry,country,company_size,annual_revenue,domain,person_id,person_name,job_title,email,phone,annual_revenue_source,annual_revenue_confidence,company_name_is_valid,company_name_issue,email_is_valid,email_issue,phone_digits,phone_is_valid,phone_issue,industry_is_valid,industry_issue,country_is_valid,country_issue,role_description,is_duplicate
ef0d242c,Company295 Corp,Renewable Energy,USA,50.0,3000000.0,company295.tech,635cf32d,Anita Smith,Accounts Manager,Not Provided,7292074547.0,median_imputed,0.5,True,,False,Invalid format,7292074547,True,,True,,True,,Finance,False
971a60b2,Company496 Pvt Ltd,Supply Chain,India,100.0,3000000.0,company496.tech,ea10aa15,Anita Iyer,Marketng Mngr,anita.iyer@company496.tech,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Other / Unknown,False
be7943ba,Company220 Pvt Ltd,Financial Services,USA,20.0,3000000.0,company220.group,c1345ff1,John Sharma,Software Engineer,Not Provided,Not Provided,median_imputed,0.5,True,,False,Invalid format,,,Missing,True,,True,,Engineering & Development,False
8cfdab76,Company41 Corp,SCM,UK,Unknown,12000000.0,company41.corp,0d2ab598,Anita Patel,S/W Engg,anita.patel@company41.corp,9910565317.0,median_imputed,0.5,True,,True,,9910565317,True,,True,,True,,Other / Unknown,False
9f31724b,Company52 Corp,IT Services,Singapore,20.0,5000000.0,company52.systems,34a6fbce,Ravi Sharma,Sales Exec,ravi.sharma@company52.systems,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Sales,False
d0fce93d,Company223 Co,met,UK,200.0,1121587.9713715743,company223.group,01c5fc83,Priya Sharma,Data Scientist,Not Provided,8764282168.0,model_imputed,0.6,True,,False,Invalid format,8764282168,True,,True,,True,,Data & Analytics,False
b2205e2d,Company286 Co,Logistics,USA,100.0,12000000.0,company286.corp,2522aa66,Arjun Lee,Software Engineer,arjun.lee@company286.corp,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Engineering & Development,False
68114fa3,Company230 Co,Machine Learning,UK,200.0,3000000.0,company230.tech,8117dae7,John Iyer,Customer Support Exec,john.iyer@company230.tech,7069583920.0,median_imputed,0.5,True,,True,,7069583920,True,,True,,True,,Customer Support,False
dadac8f5,Company419 Pvt Ltd,Artificial Intelligence,India,50.0,7015242.988227387,company419.systems,81547a87,Kiran Smith,Ops Lead,kiran.smith@company419.systems,8404755006.0,model_imputed,0.6,True,,True,,8404755006,True,,True,,True,,Operations,False
3f538a37,Company409 Pvt Ltd,IT service,Singapore,Unknown,8000000.0,company409.systems,e74a3d81,Sneha Iyer,Backend Engineer,sneha.iyer@company409.systems,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Engineering & Development,False
b8dc2a8c,Company396 Co,Manufacturing,Singapore,100.0,12000000.0,company396.systems,7.90E+58,Arjun Patel,Product Owner,arjun.patel@company396.systems,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Other / Unknown,False
19ebed77,Company140 Pvt Ltd,marketing,USA,Unknown,3000000.0,company140.group,79b43f2a,Sneha Patel,Accounts Manager,sneha.patel@company140.group,7376798590.0,median_imputed,0.5,True,,True,,7376798590,True,,True,,True,,Finance,False
bb9bcd89,Company99 Pvt Ltd,teach Services,UK,20.0,3000000.0,company99.solutions,e67b0ad7,John Smith,Cybersecurity Engineer,john.smith@company99.solutions,7313891492.0,median_imputed,0.5,True,,True,,7313891492,True,,True,,True,,Other / Unknown,False
ff30ed7e,Company235 Pvt Ltd,detect,UK,50.0,3000000.0,company235.solutions,d05a94a9,Ravi Iyer,Product Manager,ravi.iyer@company235.solutions,7653716836.0,median_imputed,0.5,True,,True,,7653716836,True,,True,,True,,Leadership,False
97f3c6cf,Company435 Corp,Machine Learning,UK,20.0,8000000.0,company435.corp,e692e7e2,John Iyer,S/W Engg,Not Provided,9782451009.0,median_imputed,0.5,True,,False,Invalid format,9782451009,True,,True,,True,,Other / Unknown,False
48ee7531,Company31 Pvt Ltd,Medical teach,India,100.0,3000000.0,company31.tech,eaeb7be6,David Kumar,S/W Engg,david.kumar@company31.tech,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Other / Unknown,False
6afabd57,Company427 Corp,Educational Services,India,20.0,8000000.0,company427.tech,7ec31343,Ravi Lee,Cybersecurity Engineer,ravi.lee@company427.tech,9678727040.0,median_imputed,0.5,True,,True,,9678727040,True,,True,,True,,Other / Unknown,False
34f14b1d,Company493 Pvt Ltd,Educational Services,UK,100.0,5000000.0,company493.tech,4998884f,Priya Lee,Finance Analyst,Not Provided,7967355230.0,median_imputed,0.5,True,,False,Invalid format,7967355230,True,,True,,True,,Finance,False
667824c4,Company268 Co,met,UK,100.0,3000000.0,company268.solutions,cbfeaae7,Ravi Iyer,Product Owner,ravi.iyer@company268.solutions,7957305197.0,median_imputed,0.5,True,,True,,7957305197,True,,True,,True,,Other / Unknown,False
3.19E+27,Company183 Corp,marketing,Germany,100.0,4222909.82207406,company183.tech,65df7781,Priya Iyer,S/W Engg,priya.iyer@company183.tech,7860417440.0,model_imputed,0.6,True,,True,,7860417440,True,,True,,True,,Other / Unknown,False
f155bc6b,Company381 Pvt Ltd,Supply Chain,Singapore,50.0,3000000.0,company381.tech,e427cb53,Arjun Smith,Developer,arjun.smith@company381.tech,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Engineering & Development,False
7209e0d4,Company494 Pvt Ltd,Artificial Intelligence,UK,200.0,3000000.0,company494.solutions,7c4bffc4,David Sharma,Software Engineer,Not Provided,Not Provided,median_imputed,0.5,True,,False,Invalid format,,,Missing,True,,True,,Engineering & Development,False
b4e73c76,Company440 Corp,Fin teach,Germany,100.0,12000000.0,company440.systems,bce27489,Sneha Iyer,Marketng Mngr,snehaiyer@company440systems,Not Provided,median_imputed,0.5,True,,False,Invalid format,,,Missing,True,,True,,Other / Unknown,False
2b9b68ff,Company151 Co,marketing,USA,200.0,3000000.0,company151.tech,eab63ceb,Arjun Lee,Accounts Manager,arjun.lee@company151.tech,7297499002.0,median_imputed,0.5,True,,True,,7297499002,True,,True,,True,,Finance,False
1c4eac58,Company322 Co,Educational Services,India,20.0,7004260.873898633,company322.corp,ef317a05,Kiran Smith,Compliance Officer,kiran.smith@company322.corp,Not Provided,model_imputed,0.6,True,,True,,,,Missing,True,,True,,Other / Unknown,False
74a0b542,Company314 Pvt Ltd,E- Commerce,USA,20.0,8000000.0,company314.corp,4b6821dd,Sneha Patel,Business Development Exec,sneha.patel@company314.corp,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Other / Unknown,False
5f173a61,Company499 Pvt Ltd,AI& ML,USA,20.0,18409204.647978753,company499.solutions,be7f401b,David Patel,Compliance Officer,david.patel@company499.solutions,Not Provided,model_imputed,0.6,True,,True,,,,Missing,True,,True,,Other / Unknown,False
b4b4a97b,Company382 Co,Supply Chain,USA,50.0,3000000.0,company382.group,ca232493,Sneha Lee,Legal Advisor,Not Provided,Not Provided,median_imputed,0.5,True,,False,Invalid format,,,Missing,True,,True,,Other / Unknown,False
dab0253b,Company485 Co,Marketing,India,Unknown,8000000.0,company485.corp,62940b83,Kiran Kumar,ML Engineer,kiran.kumar@company485.corp,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Data & Analytics,False
6bc50700,Company426 Pvt Ltd,mug,USA,50.0,12000000.0,company426.corp,03ee6dea,Kiran Patel,Data Scientist,kiran.patel@company426.corp,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Data & Analytics,False
e87c3034,Company84 Corp,Supply Chain,Singapore,200.0,-2724121.7163819633,company84.group,411ee672,Kiran Kumar,Sales Executive,kiran.kumar@company84.group,Not Provided,model_imputed,0.6,True,,True,,,,Missing,True,,True,,Sales,False
21e5b517,Company404 Pvt Ltd,Renewable Energy,USA,20.0,4381417.717885913,company404.group,a16e448b,David Patel,Product Owner,david.patel@company404.group,Not Provided,model_imputed,0.6,True,,True,,,,Missing,True,,True,,Other / Unknown,False
a8c9993d,Company479 Corp,Logistics,USA,50.0,5000000.0,company479.group,bb8413bf,Sneha Sharma,Financial Analyst,Not Provided,Not Provided,median_imputed,0.5,True,,False,Invalid format,,,Missing,True,,True,,Finance,False
7f1833c9,Company96 Co,Finance,Germany,20.0,8000000.0,company96.solutions,132c7aba,Anita Sharma,Support Engineer,anita.sharma@company96.solutions,8539274843.0,median_imputed,0.5,True,,True,,8539274843,True,,True,,True,,Customer Support,False
7b16ea60,Company376 Pvt Ltd,Artificial Intelligence,Singapore,50.0,3000000.0,company376.solutions,fba4bc7d,Priya Kumar,Developer,priya.kumar@company376.solutions,7389944281.0,median_imputed,0.5,True,,True,,7389944281,True,,True,,True,,Engineering & Development,False
fc336136,Company447 Pvt Ltd,Educational Services,Singapore,20.0,3000000.0,company447.group,4958ae11,Sneha Kumar,Sales Executive,sneha.kumar@company447.group,Not Provided,median_imputed,0.5,True,,True,,,,Missing,True,,True,,Sales,False
e929ff5a,Company231 Corp,finch,Singapore,100.0,3000000.0,company231.corp,f7fd512a,Anita Smith,Human Resources Manager,Not Provided,8803946193.0,median_imputed,0.5,True,,False,Invalid format,8803946193,True,,True,,True,,Human Resources,False
64bf5f90,Company460 Co,Logistics,Germany,50.0,5000000.0,company460.tech,3f3f45b5,Priya Iyer,Operations Manager,priyaiyer@company460tech,8547873743.0,median_imputed,0.5,True,,False,Invalid format,8547873743,True,,True,,True,,Operations,False
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,False
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
,Unknown Company,Unknown Industry,Unknown Country,Unknown,5000000.0,Unknown Domain,,Unknown Person,Unknown,Not Provided,Not Provided,global_median,0.4,True,,False,Invalid format,,,Missing,True,,False,Invalid country,Other / Unknown,True
